House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
54,Sandy Drive,Beverley,Hawkins,38,Head,Divorced,Female,"Doctor, hospital",None,None
55,Sandy Drive,Craig,Robinson,35,Head,Divorced,Male,"Scientist, audiological",None,None
55,Sandy Drive,Rosie,Robinson,4,Daughter,NA,Female,Child,None,NA
55,Sandy Drive,Phillip,Robinson,4,Son,NA,Male,Child,None,NA
55,Sandy Drive,Jean,Robinson,4,Daughter,NA,Female,Child,None,NA
56,Sandy Drive,Vincent,Bradley,39,Head,Single,Male,Marine scientist,None,Catholic
56,Sandy Drive,Francesca,Hart,20,None,Single,Female,Chiropodist,None,Christian
56,Sandy Drive,Barbara,Jones,43,None,Single,Female,Environmental manager,None,Jewish
56,Sandy Drive,Shaun,Brookes,38,None,Single,Male,Data processing manager,None,None
56,Sandy Drive,Denis,Burke,18,None,Single,Male,Student,None,NA
57,Sandy Drive,Lynda,Akhtar,42,Head,Single,Female,Media buyer,None,Catholic
57,Sandy Drive,Leah,Thomas,36,None,Single,Female,Environmental consultant,None,Christian
57,Sandy Drive,Roger,Wong,21,None,Single,Male,"Development worker, community",None,None
57,Sandy Drive,Leanne,Nixon,38,None,Single,Female,Actor,None,Christian
57,Sandy Drive,Michelle,Smith,20,None,Single,Female,University Student,None,Muslim
58,Sandy Drive,Nicola,Williams,45,Head,Divorced,Female,Unemployed,None,None
58,Sandy Drive,Eileen,Williams,13,Daughter,NA,Female,Student,None,NA
58,Sandy Drive,Douglas,Williams,12,Son,NA,Male,Student,None,NA
59,Sandy Drive,Karen,Roberts,29,Head,Married,Female,Broadcast engineer,None,None
59,Sandy Drive,Bradley,Roberts,31,Husband,Married,Male,Social researcher,None,None
59,Sandy Drive,Hayley,Roberts,9,Daughter,NA,Female,Student,None,NA
1,Eaglebelt Road,Amy,Miller,38,Head,Single,Female,Unemployed,None,None
1,Eaglebelt Road,James,Miller,13,Son,NA,Male,Student,None,NA
1,Eaglebelt Road,Marilyn,Miller,10,Daughter,NA,Female,Student,None,NA
1,Eaglebelt Road,Jessica,Miller,6,Daughter,NA,Female,Student,None,NA
1,Eaglebelt Road,Ruth,Miller,4,Daughter,NA,Female,Child,None,NA
2,Eaglebelt Road,Damian,Griffiths,45,Head,Married,Male,Unemployed,None,None
2,Eaglebelt Road,Margaret,Griffiths,43,Wife,Married,Female,Sports coach,None,None
2,Eaglebelt Road,Martyn,Griffiths,12,Son,NA,Male,Student,None,NA
3,Eaglebelt Road,Patricia,Bell,22,Head,Single,Female,University Student,None,Muslim
3,Eaglebelt Road,Nathan,Bentley,22,Partner,Single,Male,University Student,None,Muslim
3,Eaglebelt Road,Josh,Bell,5,Son,NA,Male,Student,None,NA
4,Eaglebelt Road,Irene,Ford,30,Head,Single,Female,Economist,None,Christian
4,Eaglebelt Road,Allan,Baker,30,None,Single,Male,Barrister,None,Muslim
4,Eaglebelt Road,Leanne,Bradley,28,None,Single,Female,Archaeologist,None,Methodist
5,Eaglebelt Road,Ann,Joyce,39,Head,Divorced,Female,Media planner,None,Methodist
5,Eaglebelt Road,Justin,Joyce,9,Son,NA,Male,Student,None,NA
6,Eaglebelt Road,Gemma,Baxter,33,Head,Married,Female,"Librarian, public",None,None
6,Eaglebelt Road,Lawrence,Baxter,35,Husband,Married,Male,Tax inspector,None,None
6,Eaglebelt Road,Jodie,Palmer,48,Cousin,Divorced,Female,Equality and diversity officer,None,None
7,Eaglebelt Road,Clive,Cooke,78,Head,Divorced,Male,Retired Phytotherapist,None,Methodist
8,Eaglebelt Road,Shane,Thomas,73,Head,Married,Male,Retired Neurosurgeon,None,Catholic
8,Eaglebelt Road,Diana,Thomas,75,Wife,Married,Female,Retired Mental health nurse,None,Catholic
9,Eaglebelt Road,Joan,Bailey,53,Head,Single,Female,Volunteer coordinator,None,Catholic
9,Eaglebelt Road,Brett,Williams,54,Partner,Single,Male,"Civil engineer, consulting",None,Catholic
10,Eaglebelt Road,Megan,Russell,50,Head,Married,Female,Quarry manager,None,Christian
10,Eaglebelt Road,Callum,Russell,50,Husband,Married,Male,"Secretary, company",None,Christian
10,Eaglebelt Road,Donald,Russell,16,Son,NA,Male,Student,None,NA
11,Eaglebelt Road,Janet,Phillips,42,Head,Married,Female,"Horticulturist, amenity",None,None
11,Eaglebelt Road,Jamie,Phillips,47,Husband,Married,Male,"Designer, industrial/product",None,None
11,Eaglebelt Road,Stacey,Parker-Phillips,19,Daughter,Single,Female,University Student,None,None
11,Eaglebelt Road,Connor,Parker-Phillips,14,Son,NA,Male,Student,None,NA
11,Eaglebelt Road,Rosemary,Parker-Phillips,7,Daughter,NA,Female,Student,None,NA
12,Eaglebelt Road,Hilary,Patel,42,Head,Single,Female,Unemployed,None,Methodist
12,Eaglebelt Road,Malcolm,Patel,13,Son,NA,Male,Student,None,NA
12,Eaglebelt Road,Natalie,Davey,11,Daughter,NA,Female,Student,None,NA
13,Eaglebelt Road,Mandy,Lewis,42,Head,Married,Female,Planning and development surveyor,None,None
13,Eaglebelt Road,Daniel,Lewis,47,Husband,Married,Male,Armed forces operational officer,None,None
13,Eaglebelt Road,Annette,Lewis,13,Daughter,NA,Female,Student,None,NA
14,Eaglebelt Road,Maria,Clements,67,Head,Married,Female,Arboriculturist,None,Christian
14,Eaglebelt Road,Elliot,Clements,73,Husband,Married,Male,"Retired Designer, industrial/product",None,None
14,Eaglebelt Road,Denis,Ball,15,Grandson,NA,Male,Student,None,NA
15,Eaglebelt Road,Kieran,Dixon,25,Head,Single,Male,Health service manager,None,Methodist
16,Eaglebelt Road,Mohammed,Wilkins,59,Head,Married,Male,Land,Deaf,Methodist
16,Eaglebelt Road,Amelia,Wilkins,56,Wife,Married,Female,Child psychotherapist,None,Methodist
16,Eaglebelt Road,Mohamed,Wilkins,13,Grandson,NA,Male,Student,None,NA
16,Eaglebelt Road,Robert,Wilkins,9,Grandson,NA,Male,Student,None,NA
17,Eaglebelt Road,Julia,Wood,21,Head,Single,Female,University Student,None,None
17,Eaglebelt Road,Danielle,Elliott,19,None,Single,Female,University Student,None,Christian
17,Eaglebelt Road,Gerard,Davies,18,None,Single,Male,University Student,None,None
18,Eaglebelt Road,Brenda,Stephenson,67,Head,Divorced,Female,Advertising copywriter,None,Methodist
19,Eaglebelt Road,Caroline,Williams,61,Head,Married,Female,Chartered legal executive (England and Wales),None,Christian
19,Eaglebelt Road,Jeffrey,Williams,66,Husband,Married,Male,Chief Executive Officer,None,Christian
19,Eaglebelt Road,Bradley,Williams,24,Son,Single,Male,"Production designer, theatre/television/film",None,None
20,Eaglebelt Road,Kirsty,Mann,73,Head,Widowed,Female,Unemployed,None,Christian
20,Eaglebelt Road,Jay,Mann,37,Son,Single,Male,Ambulance person,None,Christian
20,Eaglebelt Road,Harry,Mann,34,Son,Divorced,Male,Health and safety adviser,None,Christian
20,Eaglebelt Road,Debra,Mann,31,Daughter,Single,Female,"Scientist, forensic",None,Christian
21,Eaglebelt Road,Teresa,Dickinson,50,Head,Single,Female,Unemployed,None,None
21,Eaglebelt Road,Ashley,Alexander,52,Partner,Single,Male,Lexicographer,None,None
21,Eaglebelt Road,Hannah,Dickinson,15,Daughter,NA,Female,Student,None,NA
21,Eaglebelt Road,Melanie,Dickinson,10,Daughter,NA,Female,Student,None,NA
22,Eaglebelt Road,Ashleigh,Young,49,Head,Married,Female,Patent attorney,None,Catholic
22,Eaglebelt Road,Jake,Young-Parry,53,Husband,Married,Male,Planning and development surveyor,None,Catholic
22,Eaglebelt Road,Vanessa,Young-Parry,15,Step-Daughter,NA,Female,Student,None,NA
23,Eaglebelt Road,Paige,Wood,59,Head,Widowed,Female,Proofreader,None,None
23,Eaglebelt Road,Shannon,Matthews,36,Daughter,Single,Female,Maintenance engineer,None,None
23,Eaglebelt Road,Alice,Matthews,33,Daughter,Single,Female,Dealer,None,None
24,Eaglebelt Road,Lynn,Newman,33,Head,Single,Female,Speech and language therapist,None,Methodist
24,Eaglebelt Road,Aimee,Robertson-Newman,8,Daughter,NA,Female,Student,None,NA
24,Eaglebelt Road,Maureen,Robertson-Newman,7,Daughter,NA,Female,Student,None,NA
25,Eaglebelt Road,Georgina,Ward,23,Head,Single,Female,Forensic psychologist,None,None
25,Eaglebelt Road,John,Barker,21,None,Single,Male,University Student,None,Christian
25,Eaglebelt Road,Thomas,Henderson,43,None,Single,Male,Financial manager,None,Christian
26,Eaglebelt Road,Danielle,Macdonald,54,Head,Married,Female,Waste management officer,None,Christian
26,Eaglebelt Road,Thomas,Macdonald,59,Husband,Married,Male,Occupational psychologist,None,Christian
26,Eaglebelt Road,Natalie,Macdonald,22,Daughter,Single,Female,University Student,None,Christian
26,Eaglebelt Road,Bryan,Macdonald,17,Son,NA,Male,Student,None,NA
27,Eaglebelt Road,Joe,Wood,29,Head,Married,Male,Professor Emeritus,None,None
27,Eaglebelt Road,Jean,Wood,27,Wife,Married,Female,"Engineer, civil (consulting)",None,None
28,Eaglebelt Road,Lydia,Marshall,40,Head,Single,Female,Diagnostic radiographer,None,Christian
28,Eaglebelt Road,Dean,Marshall,9,Son,NA,Male,Student,None,NA
28,Eaglebelt Road,Alison,Marshall,9,Daughter,NA,Female,Student,None,NA
29,Eaglebelt Road,Martyn,Anderson,29,Head,Married,Male,Regulatory affairs officer,None,Muslim
29,Eaglebelt Road,Vanessa,Anderson,28,Wife,Married,Female,Photographer,None,None
29,Eaglebelt Road,Leslie,Anderson,6,Son,NA,Male,Student,None,NA
29,Eaglebelt Road,Danny,Anderson,0,Son,NA,Male,Child,None,NA
30,Eaglebelt Road,Tina,Hall,36,Head,Single,Female,"Scientist, audiological",None,None
30,Eaglebelt Road,Heather,Phillips,58,None,Single,Female,Ambulance person,None,None
30,Eaglebelt Road,Sarah,Jackson,37,None,Single,Female,"Scientist, physiological",None,None
31,Eaglebelt Road,Rosie,Robinson,32,Head,Divorced,Female,Unemployed,None,Christian
31,Eaglebelt Road,Maurice,Robinson,2,Son,NA,Male,Child,None,NA
31,Eaglebelt Road,Abbie,Alexander,32,Lodger,Single,Female,Special effects artist,None,None
31,Eaglebelt Road,Josh,Bailey,59,Lodger,Single,Male,Tour manager,None,Christian
1,Conifer Lane,Amanda,Wood,79,Head,Divorced,Female,Retired Music therapist,None,None
2,Conifer Lane,Abbie,Hughes,31,Head,Single,Female,"Psychologist, forensic",None,None
3,Conifer Lane,Anne,Williams,34,Head,Single,Female,Fish farm manager,None,None
3,Conifer Lane,Darren,Taylor,36,Partner,Single,Male,Housing manager/officer,None,None
4,Conifer Lane,Eleanor,Lawrence,49,Head,Single,Female,Operational investment banker,None,Christian
5,Conifer Lane,Gregory,Gardner,83,Head,Divorced,Male,Retired Medical laboratory scientific officer,None,None
6,Conifer Lane,Michael,Wilson,21,Head,Single,Male,University Student,None,None
7,Conifer Lane,Joel,Parry,78,Head,Divorced,Male,"Retired Doctor, hospital",None,Christian
8,Conifer Lane,Ben,Roberts,29,Head,Married,Male,Jewellery designer,None,Catholic
8,Conifer Lane,Heather,Roberts,27,Wife,Married,Female,"Education officer, museum",None,Catholic
9,Conifer Lane,Leah,Stephenson,72,Head,Divorced,Female,Retired Orthoptist,None,Christian
9,Conifer Lane,Joan,Palmer,16,Granddaughter,NA,Female,Student,None,NA
10,Conifer Lane,Sophie,Graham,38,Head,Single,Female,Sales executive,None,None
11,Conifer Lane,Linda,Glover,67,Head,Married,Female,Chiropodist,None,Christian
11,Conifer Lane,Kevin,Glover,68,Husband,Married,Male,Retired Orthoptist,None,Christian
11,Conifer Lane,Elizabeth,Davies-Glover,38,Daughter,Single,Female,"Engineer, maintenance",None,None
12,Conifer Lane,Susan,Miller,67,Head,Divorced,Female,"Scientist, physiological",None,None
12,Conifer Lane,Hilary,Ward,12,Granddaughter,NA,Female,Student,None,NA
13,Conifer Lane,Jodie,Slater,49,Head,Single,Female,Pensions consultant,None,None
14,Conifer Lane,Irene,Lambert,43,Head,Divorced,Female,Unemployed,None,Catholic
14,Conifer Lane,Olivia,Lambert,15,Daughter,NA,Female,Student,None,NA
14,Conifer Lane,Craig,Lambert,13,Son,NA,Male,Student,None,NA
1,Temple Orchard,Callum,Newman,42,Head,Single,Male,Lexicographer,None,Catholic
2,Temple Orchard,Melissa,Gray,56,Head,Single,Female,"Scientist, water quality",None,Christian
3,Temple Orchard,Carolyn,Butler,77,Head,Widowed,Female,Retired Medical technical officer,None,Catholic
4,Temple Orchard,Jayne,Parker,35,Head,Divorced,Female,"Scientist, research (physical sciences)",None,Catholic
4,Temple Orchard,Jade,Parker,7,Daughter,NA,Female,Student,None,NA
5,Temple Orchard,Jack,Bruce,63,Head,Single,Male,Newspaper journalist,None,None
6,Temple Orchard,Carl,Walsh,32,Head,Single,Male,Retail buyer,None,None
7,Temple Orchard,Kirsty,Davies,69,Head,Married,Female,"Retired Nurse, children's",None,Christian
7,Temple Orchard,Michael,Davies,71,Husband,Married,Male,Retired Physiological scientist,None,Christian
8,Temple Orchard,Hollie,Wade,30,Head,Married,Female,Secondary school teacher,None,Catholic
8,Temple Orchard,Joseph,Wade,33,Husband,Married,Male,Unemployed,None,Catholic
8,Temple Orchard,Lorraine,Wade,9,Daughter,NA,Female,Student,None,NA
8,Temple Orchard,Eric,Wade,7,Son,NA,Male,Student,None,NA
9,Temple Orchard,Gerald,Wells,70,Head,Widowed,Male,Retired Camera operator,None,Christian
10,Temple Orchard,Molly,Johnson,49,Head,Married,Female,"Research officer, political party",Unknown Infection,Methodist
10,Temple Orchard,Albert,Johnson,52,Husband,Married,Male,Waste management officer,None,Methodist
10,Temple Orchard,Naomi,Johnson,21,Daughter,Single,Female,University Student,None,None
11,Temple Orchard,Janice,Harvey,66,Head,Married,Female,Ambulance person,None,Christian
11,Temple Orchard,Phillip,Harvey,67,Husband,Married,Male,Camera operator,None,Christian
11,Temple Orchard,Mohammed,Harvey,32,Son,Divorced,Male,Publishing copy,None,Christian
1,Preston Valleys,Claire,Stevens,41,Head,Divorced,Female,Unemployed,None,None
1,Preston Valleys,Edward,Stevens,8,Son,NA,Male,Student,None,NA
2,Preston Valleys,Denise,Smith,63,Head,Married,Female,Passenger transport manager,None,Christian
2,Preston Valleys,Kyle,Patel,64,Husband,Married,Male,"Doctor, hospital",None,Christian
2,Preston Valleys,William,Smith,32,Son,Single,Male,Television camera operator,None,Christian
3,Preston Valleys,Valerie,Reeves,44,Head,Married,Female,"Journalist, magazine",None,Christian
3,Preston Valleys,Adrian,Reeves,46,Husband,Married,Male,"Secretary, company",None,Christian
3,Preston Valleys,Martyn,Reeves,17,Son,NA,Male,Student,None,NA
4,Preston Valleys,Alexandra,Norman,42,Head,Divorced,Female,Unemployed,None,None
4,Preston Valleys,Ben,Norman,10,Son,NA,Male,Student,None,NA
4,Preston Valleys,Gerald,Norman,7,Son,NA,Male,Student,None,NA
4,Preston Valleys,Shane,Norman,4,Son,NA,Male,Child,None,NA
4,Preston Valleys,Jessica,Norman,3,Daughter,NA,Female,Child,None,NA
5,Preston Valleys,Sylvia,Gardiner,37,Head,Single,Female,Travel agency manager,None,Catholic
5,Preston Valleys,Lee,French,38,Partner,Single,Male,Estate agent,None,None
5,Preston Valleys,Jasmine,Gardiner,12,Daughter,NA,Female,Student,None,NA
6,Preston Valleys,Jayne,Dyer,47,Head,Married,Female,Market researcher,None,None
6,Preston Valleys,Ryan,Dyer,51,Husband,Married,Male,Horticultural consultant,None,None
6,Preston Valleys,Michelle,Giles-Dyer,13,Daughter,NA,Female,Student,None,NA
7,Preston Valleys,Mandy,Morgan,55,Head,Married,Female,Audiological scientist,None,Catholic
7,Preston Valleys,Eric,Morgan,52,Husband,Married,Male,Mechanical engineer,None,Catholic
7,Preston Valleys,Jeremy,Burns-Morgan,16,Son,NA,Male,Student,None,NA
8,Preston Valleys,Rosemary,Walsh,45,Head,Divorced,Female,Catering manager,None,Christian
8,Preston Valleys,Peter,Walsh,18,Son,Single,Male,Student,None,Christian
8,Preston Valleys,Pauline,Walsh,17,Daughter,NA,Female,Student,None,NA
8,Preston Valleys,Alex,Walsh,14,Son,NA,Male,Student,None,NA
9,Preston Valleys,Lesley,Day,46,Head,Married,Female,"Nurse, adult",None,Catholic
9,Preston Valleys,Nigel,Day,51,Husband,Married,Male,"Therapist, music",None,None
9,Preston Valleys,Terry,Day,8,Son,NA,Male,Student,None,NA
10,Preston Valleys,Graeme,Jarvis,37,Head,Single,Male,Public house manager,None,None
10,Preston Valleys,Emily,O'Brien,34,Partner,Single,Female,Psychiatric nurse,None,None
10,Preston Valleys,Martin,Jarvis,11,Son,NA,Male,Student,None,NA
10,Preston Valleys,Justin,Jarvis,9,Son,NA,Male,Student,None,NA
11,Preston Valleys,Janet,Evans,43,Head,Married,Female,Furniture designer,None,None
11,Preston Valleys,Claire,Evans,42,Wife,Married,Female,Sub,None,None
11,Preston Valleys,Kayleigh,Wallace-Evans,27,Daughter,Divorced,Female,"Journalist, magazine",None,None
11,Preston Valleys,Duncan,Wallace-Evans,1,Son,NA,Male,Child,None,NA
12,Preston Valleys,Wendy,Matthews,45,Head,Divorced,Female,Unemployed,None,None
12,Preston Valleys,Stanley,Matthews,12,Son,NA,Male,Student,None,NA
1,Shark Parkways,Julie,Davies,39,Head,Single,Female,Associate Professor,None,None
2,Shark Parkways,Carole,Webb,33,Head,Single,Female,Equities trader,None,Catholic
2,Shark Parkways,Glenn,Shah,49,None,Single,Male,Public relations officer,None,None
3,Shark Parkways,Amanda,Fox,54,Head,Divorced,Female,"Civil engineer, contracting",None,None
4,Shark Parkways,Emma,Richards,45,Head,Single,Female,Unemployed,None,None
4,Shark Parkways,Leon,Richards,17,Son,NA,Male,Student,None,NA
5,Shark Parkways,Katherine,Evans,27,Head,Single,Female,Unemployed,None,Catholic
5,Shark Parkways,Maria,Connolly,28,None,Single,Female,Psychiatric nurse,None,Catholic
6,Shark Parkways,Emily,Nixon,82,Head,Divorced,Female,Retired Technical sales engineer,None,Catholic
7,Shark Parkways,Graham,Powell,74,Head,Widowed,Male,Retired Stage manager,None,Christian
8,Shark Parkways,Marian,Jackson,42,Head,Single,Female,Consulting civil engineer,None,Catholic
9,Shark Parkways,Cameron,Kelly,57,Head,Single,Male,Animal technologist,None,None
10,Shark Parkways,Debra,Robinson,40,Head,Widowed,Female,"Administrator, education",None,None
11,Shark Parkways,Peter,Goddard,21,Head,Single,Male,University Student,None,None
12,Shark Parkways,Connor,Price,22,Head,Single,Male,University Student,None,Catholic
12,Shark Parkways,Ruth,Price,19,Partner,Single,Female,University Student,None,None
13,Shark Parkways,Charlotte,Akhtar,49,Head,Single,Female,Analytical chemist,None,None
13,Shark Parkways,Alexander,Akhtar,7,Son,NA,Male,Student,None,NA
14,Shark Parkways,Samantha,Stevens,64,Head,Single,Female,"Pilot, airline",None,Christian
15,Shark Parkways,Craig,Watson,43,Head,Single,Male,"Administrator, education",None,Catholic
16,Shark Parkways,Stewart,Hughes,83,Head,Divorced,Male,Retired Pension scheme manager,None,None
17,Shark Parkways,Katy,Long,21,Head,Single,Female,University Student,None,None
17,Shark Parkways,Lee,Kelly,22,None,Single,Male,University Student,None,Christian
18,Shark Parkways,Gordon,Evans,41,Head,Divorced,Male,"Conservator, furniture",None,None
19,Shark Parkways,Jean,Richards,39,Head,Married,Female,Social researcher,None,None
19,Shark Parkways,Allan,Richards,33,Husband,Married,Male,"Lecturer, higher education",None,None
19,Shark Parkways,Gemma,Richards,16,Daughter,NA,Female,Student,None,NA
20,Shark Parkways,Mary,Kelly,35,Head,Divorced,Female,Petroleum engineer,None,None
21,Shark Parkways,Cheryl,Stephens,18,Head,Single,Female,University Student,None,Christian
21,Shark Parkways,Julia,Patel,20,None,Single,Female,University Student,None,Muslim
22,Shark Parkways,Valerie,Kennedy,39,Head,Divorced,Female,Homeopath,None,Christian
22,Shark Parkways,Scott,Kennedy,2,Son,NA,Male,Child,None,NA
23,Shark Parkways,Mohammad,Cox,53,Head,Divorced,Male,Financial risk analyst,None,Christian
24,Shark Parkways,Anna,Shah,44,Head,Single,Female,"Engineer, biomedical",None,Christian
